registro_id,data_chamado,cidade,uf,bairro,cliente_id,profissional_id,tipo_servico,especialidade_profissional,urgencia,distancia_km,tempo_deslocamento_min,tempo_execucao_min,tempo_total_min,valor_orcamento,valor_pago,avaliacao_cliente,reclamacao,retorno_correcao,dias_desde_ultimo_uso,idade_imovel_anos,cupom_utilizado,status_chamado,observacao
FIX-00947,2025-05-26,Uberaba,MG,Centro,C166,P52,eletrica,encanador,alta,15.48,88,61,149,105.17,93.14,5,nao,nao,271,22,sim,em_andamento,
FIX-00948,2025-09-03,Curitiba,PR,Morumbi,C447,P5,eletrica,encanador,baixa,5.74,38,71,109,824.02,785.3,4.3,nao,sim,308,70,,,
FIX-00949,2025-06-08,São Paulo,sp,Centro,C115,P67,hidraulica,eletricista,media,5.2,28,48,76,93.9,101.34,1.9,sim,sim,350,72,sim,em_andamento,
FIX-00950,2025-10-12,Uberaba,MG,Industrial,C103,P73,eletrica,encanador,baixa,4.88,29,89,118,813.31,"699,4","4,6",nao,nao,141,40,sim,procesado,
FIX-00951,2025-02-20,Uberlândia,MG,Santa Maria,C391,P2,pintura,eletricista,baixa,"9,69",60,110,170,116.92,95.99,3.4,nao,nao,62,63,sim,cancelado,
FIX-00952,09-03-2025,Uberlândia,MG,Boa Vista,C401,P148,hidraulica,pintor,baixa,"5,12",55,82,137,"512,79",489.02,2.6,sim,nao,311,72,,,
FIX-00953,25/05/2025,Uberaba,MG,Jardim America,C13,P147,hidraulica,pintor,media,15.82,149,89,238,651.69,599.47,"4,5",nao,nao,356,5,,,
FIX-00954,2025-09-15,Uberaba,MG,Morumbi,C225,P85,pintura,pintor,baixa,7.81,63,58,121,880.13,753.41,2.7,sim,nao,205,66,,procesado,
FIX-00955,2025-06-30,Uberlândia,MG,Santa Maria,C190,P44,jardinagem,pintor,baixa,12.48,60,45,105,854.04,689.68,5,nao,nao,256,33,nao,finalizado,
FIX-00956,2025-03-22,Uberaba,MG,Santa Maria,C369,P130,eletrica,jardineiro,media,4.76,41,143,184,806.97,665.83,4.1,sim,nao,202,28,sim,procesado,
FIX-00957,2025-09-12,Salvador,BA,Morumbi,C158,P77,eletrica,montador,baixa,8.27,43,76,119,"458,59",374.91,3.7,nao,sim,100,31,,finalizado,
FIX-00958,2025-03-03,Uberlândia,MG,Santa Maria,C493,P65,jardinagem,limpeza,media,0.3,9,109,118,110.37,91.74,4.8,nao,sim,1,73,,,
FIX-00959,2025-04-02,Uberlândia,mg,Industrial,C96,P122,montagem,encanador,media,7.36,47,104,151,614.31,718.1,5,nao,nao,184,36,nao,,
FIX-00960,2025-04-05,São Paulo,SP,Jardim America,C349,P124,montagem_moveis,pintor,media,10.76,55,79,134,650.94,"766,76",3.6,nao,sim,90,8,nao,em_andamento,
FIX-00961,2025-04-29,Curitiba,PR,Jardim America,C191,P146,eletrica,jardineiro,alta,10.18,,85,138,802.94,762.3,3.3,nao,nao,291,70,,finalizado,
FIX-00962,2025-03-25,Goiânia,GO,Santa Maria,C338,P132,eletrica,montador,emergencial,3.25,24,84,108,407.16,454.25,4.7,nao,nao,329,15,sim,em_andamento,
FIX-00963,2025-01-08,uberaba,MG,Morumbi,C92,P52,eletrica,jardineiro,media,"7,67",50,15,65,769.02,750.51,4.6,nao,nao,195,7,,procesado,
FIX-00964,2025-01-06,Salvador,BA,Centro,C387,P119,eletrica,limpeza,emergencial,"11,28",,103,190,785.95,"639,3","4,8",nao,nao,343,69,,finalizado,
FIX-00965,2025-02-16,Campinas,SP,Centro,C347,P112,jardinagem,montador,media,2.44,9,128,137,427.68,392.22,2.5,sim,sim,119,37,nao,finalizado,
FIX-00966,2025-04-17,Uberaba,MG,Planalto,C296,P117,jardinagem,montador,baixa,"8,11",44,79,123,230.94,276.61,5,sim,nao,64,55,sim,cancelado,
FIX-00967,22/08/2025,Uberaba,MG,Industrial,C342,P20,hidraulica,eletricista,baixa,9.35,56,38,94,820.72,739.68,3.2,nao,nao,18,69,,,
FIX-00968,2025-01-19,Uberlândia,MG,Morumbi,C104,P60,hidraulica,jardineiro,alta,0.3,19,15,34,"817,31",922.82,3.8,nao,nao,216,59,,,
FIX-00969,2025-01-07,Salvador,BA,Jardim America,C293,P129,pintura,eletricista,media,2.03,16,138,154,638.21,557.18,1.6,sim,sim,151,62,sim,cancelado,
FIX-00970,2025-07-25,Goiânia,go,Industrial,C179,P48,eletrica,eletricista,media,4.26,46,15,61,"223,67",185.66,3.5,nao,nao,190,1,nao,finalizado,
FIX-00971,2025-03-09,Curitiba,PR,Santa Maria,C186,P82,eletrica,encanador,baixa,6.61,32,78,110,131.06,122.27,"4,6",nao,sim,341,76,nao,finalizado,
FIX-00972,2025-10-21,Uberlândia,MG,Centro,C410,P50,hidraulica,eletricista,baixa,0.3,5,56,61,839.63,851.51,"3,1",nao,nao,145,70,,em_andamento,
FIX-00973,2025-06-05,Campinas,SP,Morumbi,C74,P131,hidraulica,eletricista,alta,"8,31",35,82,117,452.47,539.01,"4,1",nao,nao,20,34,,procesado,
FIX-00974,2025-10-10,Salvador,BA,Morumbi,C180,P83,montagem,eletricista,media,14.84,103,37,140,344.42,293.61,4.9,sim,nao,102,51,nao,,
FIX-00975,2025-10-16,Uberaba,MG,Centro,C57,P19,eletrica,encanador,alta,3.35,19,147,166,764.01,868.16,"3,5",nao,nao,54,26,sim,cancelado,
FIX-00976,17/05/2025,Uberaba,MG,Morumbi,C242,P130,jardinagem,limpeza,baixa,15.17,123,134,257,190.73,174.79,3.3,nao,nao,220,14,,procesado,
FIX-00977,2025-03-29,Campinas,SP,Morumbi,C147,P67,eletrica,encanador geral,emergencial,11.51,99,192,291,881.53,964.68,5,nao,nao,234,10,,em_andamento,
FIX-00978,2025-01-09,Uberaba,MG,Jardim America,C255,P144,limpeza,eletricista,media,"6,45",52,124,176,131.62,135.6,5,nao,nao,328,63,,em_andamento,
FIX-00979,data_invalida,Salvador,BA,Boa Vista,C401,P39,montagem,encanador,media,0.8,17,15,32,601.2,549.42,5,nao,nao,120,14,,cancelado,
FIX-00980,2025-03-11,São Paulo,SP,Jardim America,C490,P132,montagem,pintor,baixa,5.01,22,30,52,"629,74",722.89,4.3,nao,nao,265,74,,procesado,
FIX-00981,data_invalida,São Paulo,SP,Morumbi,C341,P59,limpeza,encanador,media,2.91,22,103,125,881.75,777.23,2.9,sim,nao,105,10,sim,,
FIX-00982,2025-07-30,Goiânia,GO,Industrial,C62,P6,eletrica,eletricista,baixa,0.3,5,60,65,429.15,348.45,5,nao,nao,159,71,,cancelado,
FIX-00983,2025-10-08,Uberaba,MG,Industrial,C418,P1,hidraulicaa,encanador,media,0.3,10,50,60,"305,04",258.02,5,nao,nao,313,69,,finalizado,
FIX-00984,2025-02-25,Curitiba,PR,Santa Maria,C337,P71,pintura,pintor,media,"2,04",10,38,48,262.24,292.04,3.6,nao,nao,338,75,,em_andamento,
FIX-00985,2025-02-26,Goiânia,GO,Jardim America,C313,P18,pintura,pintor,alta,8.04,39,49,88,"546,32",447.9,4.6,nao,nao,53,18,nao,,
FIX-00986,2025-03-31,São Paulo,SP,Centro,C95,P11,hidraulica,pintor,media,3.47,25,81,106,521.43,492.7,3.6,nao,nao,324,70,sim,procesado,
FIX-00987,2025-10-19,Uberlândia,MG,Planalto,C377,P38,eletrica,encanador,baixa,"10,97",70,140,210,262.6,219.23,3.4,sim,nao,45,54,,finalizado,
FIX-00988,2025-06-17,Campinas,SP,Boa Vista,C455,P78,montagem,encanador,baixa,2.16,27,70,97,"158,76",152.97,"4,4",nao,nao,221,53,,cancelado,
FIX-00989,2025-05-25,Uberlândia,MG,Jardim America,C317,P27,hidraulica,encanador,emergencial,11.12,49,102,151,"470,18",492.77,3.1,nao,nao,263,59,nao,finalizado,
FIX-00990,2025-05-16,Curitiba,PR,Boa Vista,C117,P23,limpeza,montador,media,0.3,13,93,106,243.7,202.6,5,nao,nao,274,33,sim,finalizado,
FIX-00991,2025-03-05,Campinas,SP,Boa Vista,C154,P78,limpeza,encanador,baixa,"7,79",51,123,174,331.35,301.82,"4,7",nao,nao,265,71,sim,,
FIX-00992,2025-06-08,Goiânia,GO,Centro,C414,P23,hidraulica,pintor,media,7.91,35,44,79,700.08,687.62,5,nao,nao,5,12,nao,em_andamento,
FIX-00993,08/08/2025,uberlândia,MG,Santa Maria,C319,P19,jardinagem,pintor,baixa,"11,43",108,21,129,702.45,806.9,4.3,nao,nao,207,16,sim,,
FIX-00994,2025-05-14,Salvador,BA,Industrial,C46,P79,eletrica,eletricista,alta,0.3,10,15,25,540.41,435.05,2.4,sim,nao,147,22,sim,cancelado,
FIX-00995,2025-08-09,goiânia,GO,Industrial,C303,P8,eletrica,jardineiro,alta,1.71,5,120,125,320.53,299.39,"4,0",nao,nao,6,24,,,
FIX-00996,2025-08-12,Uberlândia,MG,Industrial,C207,P3,pintura,encanador,media,3.56,32,118,150,718.36,"784,14",4.6,sim,sim,300,41,sim,procesado,
FIX-00997,23/03/2025,São Paulo,sp,Jardim America,C140,P39,hidraulica,montador,media,"8,23",41,107,148,272.48,269.46,5,nao,nao,62,9,,,
FIX-00998,2025-05-14,Curitiba,PR,Morumbi,C329,P72,pintura,encanador geral,emergencial,6.71,65,41,106,288.12,310.99,2.6,sim,sim,148,22,,finalizado,
FIX-00999,2025-09-23,Curitiba,PR,Boa Vista,C394,P19,eletrica,pintor,baixa,8.29,61,136,197,483.51,"440,16",2.4,sim,sim,258,65,,em_andamento,
FIX-00000,2025-07-22,Salvador,BA,Morumbi,C236,P125,pintura,encanador,emergencial,5.63,37,113,150,"512,9",513.84,3.1,nao,nao,322,48,sim,procesado,
FIX-00001,2025-05-10,Uberaba,MG,Boa Vista,C229,P25,eletrica,jardineiro,baixa,"8,45",56,60,116,626.97,719.09,3.4,nao,nao,179,6,,em_andamento,
FIX-00002,2025-03-15,Campinas,SP,Jardim America,C272,P57,pintura,jardineiro,baixa,"17,08",114,82,196,890.06,844.41,4.5,sim,nao,96,17,sim,cancelado,
FIX-00003,2025-01-23,Goiânia,GO,Santa Maria,C122,P142,hidraulica,limpeza,baixa,"8,7",,113,175,533.99,547.91,3.0,sim,nao,246,10,nao,cancelado,
FIX-00004,03/06/2025,São Paulo,SP,Boa Vista,C419,P118,hidraulica,pintor,baixa,"15,02",87,82,169,840.39,975.13,"3,8",nao,nao,131,52,,,
FIX-00005,06-04-2025,Curitiba,PR,Jardim America,C57,P100,montagem_moveis,encanador,media,9.03,75,43,118,722.92,852.5,3.6,nao,nao,305,78,sim,finalizado,
FIX-00006,2025-05-31,São Paulo,SP,Planalto,C331,P51,limpeza,pintor,baixa,5.25,29,49,78,202.36,202.69,2.6,sim,sim,318,32,nao,procesado,
FIX-00007,2025-04-27,São Paulo,SP,Jardim America,C255,P41,hidraulica,encanador,alta,5.76,39,120,159,646.67,"738,41",4.5,nao,nao,80,62,,procesado,
FIX-00008,2025-05-14,Campinas,SP,Jardim America,C364,P136,hidraulica,limpeza,baixa,4.34,25,116,141,566.97,590.76,3.6,nao,nao,11,76,sim,em_andamento,
FIX-00009,2025-07-22,salvador,BA,Boa Vista,C84,P148,jardinagem,montador,media,"3,71",17,87,104,"600,91",673.71,"4,2",nao,nao,57,66,sim,finalizado,
FIX-00010,2025-04-04,São Paulo,SP,Morumbi,C154,P72,montagem,eletricista,alta,7.2,36,53,89,590.83,519.03,1.5,sim,nao,207,25,nao,,
FIX-00011,2025-01-23,Uberlândia,MG,Planalto,C88,P94,eletrica,pintor,media,"17,27",150,101,251,894.55,810.36,3.4,nao,nao,150,71,,,
FIX-00012,data_invalida,são paulo,SP,Industrial,C273,P141,eletrica,encanador,baixa,"0,3",12,133,145,287.11,"286,63",2.8,sim,nao,216,56,sim,,
FIX-00013,2025-05-05,Salvador,BA,Centro,C468,P90,hidraulica,eletricista,media,0.3,6,116,122,"728,08","747,29",4.3,nao,nao,293,41,nao,procesado,
FIX-00014,2025-05-14,Goiânia,GO,Industrial,C452,P24,hidraulica,montador,media,1.04,15,91,106,"849,77",808.8,4.0,nao,nao,325,75,sim,em_andamento,
FIX-00015,2025-06-01,Curitiba,PR,Santa Maria,C299,P61,eletrica,pintor,alta,3.43,26,27,53,779.36,790.7,3.9,sim,nao,211,14,nao,procesado,
FIX-00016,2025-09-29,Uberaba,MG,Jardim America,C330,P72,eletrica,eletricista,media,14.97,71,143,214,597.52,697.81,4.4,nao,nao,47,79,sim,cancelado,
FIX-00017,2025-02-11,Curitiba,PR,Industrial,C102,P93,eletrica,encanador,emergencial,6.6,39,95,134,744.19,703.11,"4,6",nao,nao,11,37,sim,procesado,
FIX-00018,01-08-2025,Goiânia,GO,Boa Vista,C197,P137,montagem_moveis,encanador,media,4.15,45,38,83,136.74,"151,42",5,nao,nao,124,79,sim,em_andamento,
FIX-00019,2025-08-15,Salvador,BA,Morumbi,C189,P10,jardinagem,encanador,baixa,12.56,76,64,140,440.51,353.09,3.4,sim,nao,120,41,sim,cancelado,
FIX-00020,30/05/2025,Salvador,BA,Santa Maria,C6,P92,pintura,eletricista,media,2.27,16,99,115,821.59,831.6,1.9,sim,nao,341,68,sim,finalizado,
FIX-00021,28/05/2025,São Paulo,SP,Centro,C332,P29,hidraulica,eletricista,alta,17.67,125,15,140,192.59,184.83,"4,9",nao,nao,260,54,,,
FIX-00022,2025-09-18,Goiânia,GO,Centro,C117,P113,pintura,limpeza,media,22.05,,104,263,397.23,345.09,2.3,sim,sim,64,43,,,
FIX-00023,2025-05-19,Curitiba,PR,Planalto,C101,P105,eletrica,pintor,media,"6,08",32,54,86,448.75,484.81,4.2,nao,nao,234,13,nao,cancelado,
FIX-00024,2025-07-06,São Paulo,SP,Santa Maria,C322,P67,eletrica,jardineiro,media,1.53,12,115,127,636.45,558.46,"3,2",nao,nao,230,6,,,
