registro_id,data_lead,cidade,uf,idade_cliente,renda_cliente,sexo,segmento_empresa,porte_empresa,origem_lead,servico_interesse,valor_proposta,status_proposta,taxa_abandono_formulario_pct,tempo_decisao_dias,score_ux,feedback_cliente,proposta_enviada,proposta_aceita,cliente_perdido,motivo_perda,tempo_no_site_seg,cliques_formulario,status_registro,observacao
NC-00875,2025-05-21,goiânia,GO,30,11195.64,Outro,varejo,pequena,site,sistema_web,17057.64,recusada,49.71,22,9.5,nao_entendeu_proposta,sim,nao,sim,NA,170,8,procesado,
NC-00876,data_invalida,São Paulo,SP,66,7153.14,Outro,servicos,pequena,evento,sistema_web,5495.31,abandonada,42.24,27,5.0,NA,sim,nao,sim,falta_contato,286,13,,
NC-00877,2025-08-15,Uberaba,MG,55,"9312,0",M,educacao,grande,site,consultoria_digital,861.6,em_analise,42.16,10,"3,6",NA,sim,nao,nao,,6,7,validado,
NC-00878,data_invalida,Goiânia,go,64,6208.5,,servicos,media,google_ads,automacao_processos,"13018,91",em_analise,12.37,10,9.3,preco_alto,sim,nao,nao,prazo,147,5,,
NC-00879,2025-01-03,São Paulo,SP,34,1200,,servicos,pequena,instagram,sistema_web,7100.02,aceita,29.04,22,8.5,preco_alto,sim,sim,nao,preco,213,3,pendente,
NC-00880,2025-06-02,Uberlândia,MG,50,"7218,42",M,saude,pequena,indicacao,sistema_web,10924.93,recusada,64.49,0,7.7,NA,sim,nao,sim,preco,118,3,pendente,
NC-00881,2025-06-15,goiânia,go,61,7242.25,Outro,varejo,MEI,indicacao,automacao_processos,9151.46,aceita,"42,78",16,6.2,,sim,sim,nao,preco,5,3,validado,
NC-00882,2025-05-27,Uberlândia,MG,,"4229,69",F,educacao,pequena,instagram,automacao_processos,"13037,3",recusada,"27,63",20,6.6,,sim,nao,sim,falta_contato,5,12,procesado,
NC-00883,data_invalida,Uberaba,MG,59,1886.36,M,educacao,MEI,site,automacao_processos,7873.14,abandonada,58.09,14,6.1,,sim,nao,sim,,315,14,validado,
NC-00884,2025-02-26,Curitiba,PR,23,3729.79,Outro,varejo,pequena,indicacao,sistema_web,8637.37,recusada,21.16,6,7.3,demora_retorno,sim,nao,sim,falta_contato,148,6,validado,
NC-00885,2025-04-09,Curitiba,PR,44,12915.73,Outro,servicos,pequena,indicacao,sistema_web,3503.64,recusada,71.58,12,"4,1",,sim,nao,sim,falta_contato,390,17,procesado,
NC-00886,data_invalida,Goiânia,GO,29,8043.94,,saude,MEI,instagram,sistema_web,1239.46,aceita,26.65,23,8.0,demora_retorno,sim,sim,nao,concorrencia,218,1,,
NC-00887,2025-08-25,Uberlândia,MG,45,"3917,3",Outro,saude,MEI,google_ads,sistema_web,17452.86,abandonada,10.42,19,3.2,concorrente,sim,nao,sim,preco,205,12,validado,
NC-00888,02-24-2025,Salvador,BA,28,3074.74,F,educacao,MEI,indicacao,automacao_processos,4775.1,aceita,61.5,40,5.6,preco_alto,sim,sim,nao,prazo,125,13,pendente,
NC-00889,2025-01-05,Uberaba,MG,40,3810.6,M,servicos,pequena,instagram,sistema_web,7155.31,aceita,50.88,36,6.9,preco_alto,nao,sim,nao,NA,160,1,procesado,
NC-00890,07-23-2025,Goiânia,GO,18,"8022,11",M,servicos,MEI,site,sistema_web,8596.17,abandonada,10.29,19,10,demora_retorno,sim,nao,sim,concorrencia,348,12,,
NC-00891,2025-04-15,Salvador,BA,45,3506.46,M,educacao,media,instagram,app_mobile,9562.94,aceita,42.32,0,10,preco_alto,sim,sim,nao,NA,394,7,validado,
NC-00892,2025-07-13,Goiânia,GO,67,9764.54,M,industria,media,google_ads,sistema_web,7518.14,abandonada,38.15,22,5.9,nao_entendeu_proposta,sim,nao,sim,,141,15,pendente,
NC-00893,2025-10-24,Uberaba,MG,61,8513.67,Outro,servicos,MEI,site,automacao_processos,6155.14,recusada,53.9,19,9.4,,sim,nao,sim,falta_contato,5,7,,
NC-00894,2025-09-29,Campinas,SP,25,3055.24,Outro,educacao,MEI,indicacao,consultoria_digital,7546.34,recusada,"19,64",0,"7,8",concorrente,sim,nao,sim,falta_contato,27,9,procesado,
NC-00895,08/04/2025,goiânia,GO,50,4584.76,,varejo,pequena,instagram,consultoria_digital,"5337,95",aceita,11.3,22,6.3,,sim,sim,nao,concorrencia,137,7,procesado,
NC-00896,2025-05-19,Curitiba,PR,25,"13061,7",M,servicos,media,instagram,consultoria_digital,12467.52,recusada,46.64,13,4.2,nao_entendeu_proposta,sim,nao,sim,prazo,5,9,,
NC-00897,2025-06-10,Goiânia,GO,23,5515.52,F,servicos,MEI,site,sistema_web,12936.43,recuzada,27.79,4,6.3,concorrente,sim,nao,sim,preco,91,10,procesado,
NC-00898,09-11-2025,Campinas,SP,41,"6330,85",Outro,servicos,MEI,site,sistema_web,12253.59,em_analise,60.48,8,8.2,concorrente,nao,nao,nao,preco,317,4,validado,
NC-00899,2025-08-20,Curitiba,pr,23,1200,,servicos,pequena,indicacao,automacao_processos,"10611,82",em_analise,56.13,5,10,nao_entendeu_proposta,sim,nao,nao,prazo,339,13,pendente,
NC-00900,2025-05-16,Uberaba,MG,40,8244.45,F,servicos,MEI,evento,sistema_web,"4709,05",recusada,75.3,4,7.3,preco_alto,sim,nao,sim,preco,142,4,validado,
NC-00901,2025-09-16,Goiânia,GO,31,10417.24,Outro,servicos,media,site,app_mobile,13919.15,aceita,56.66,18,4.3,NA,sim,sim,nao,preco,175,4,,
NC-00902,2025-05-09,São Paulo,SP,30,1470.17,,servicos,pequena,instagram,app_mobile,12182.25,recusada,66.24,17,4.6,NA,sim,nao,sim,concorrencia,415,10,pendente,
NC-00903,data_invalida,Campinas,SP,32,8022.02,,saude,pequena,instagram,app_mobile,1418.27,em_analise,"20,63",20,3.3,concorrente,sim,nao,nao,,387,6,procesado,
NC-00904,data_invalida,Campinas,SP,21,8763.89,Outro,industria,pequena,site,automacao_processos,500,abandonada,5.41,5,5.8,preco_alto,nao,nao,sim,,270,7,,
NC-00905,2025-09-21,Salvador,BA,50,3462.43,,servicos,pequena,site,consultoria_digital,7972.7,aceita,37.94,0,6.9,nao_entendeu_proposta,sim,sim,nao,concorrencia,292,0,pendente,
NC-00906,2025-03-20,Salvador,BA,40,5808.25,F,varejo,MEI,indicacao,automacao_processos,"3280,86",aceita,58.2,19,"9,4",NA,sim,sim,nao,,148,0,,
NC-00907,2025-01-04,Curitiba,PR,27,6478.15,M,servicos,MEI,site,sistema_web,16862.33,em analise,"18,75",10,7.9,preco_alto,sim,nao,sim,falta_contato,290,9,validado,
NC-00908,2025-06-20,Uberaba,MG,28,7712.35,F,varejo,pequena,instagram,app_mobile,8670.1,aceita,21.83,23,7.1,demora_retorno,nao,sim,nao,preco,184,6,pendente,
NC-00909,2025-04-22,São Paulo,SP,49,1200,Outro,educacao,MEI,site,automacao_processos,2816.47,recusada,25.93,14,8.4,nao_entendeu_proposta,nao,nao,sim,falta_contato,158,8,,
NC-00910,03-24-2025,São Paulo,SP,22,"12854,22",,varejo,MEI,instagram,sistema_web,6833.42,aceitaa,"12,27",6,9.5,nao_entendeu_proposta,nao,sim,nao,concorrencia,37,15,procesado,
NC-00911,2025-02-04,São Paulo,SP,58,7504.86,,varejo,MEI,site,sistema_web,13768.29,em_analise,48.91,5,10,concorrente,sim,nao,nao,preco,59,8,,
NC-00912,2025-03-05,São Paulo,SP,60,4465.09,M,varejo,MEI,instagram,sistema_web,9293.35,em_analise,"69,62",20,8.1,,sim,nao,nao,concorrencia,197,14,validado,
NC-00913,2025-05-01,Uberaba,MG,56,5842.92,F,industria,MEI,site,consultoria_digital,"4528,57",recusada,60.7,9,5.8,,sim,nao,sim,falta_contato,5,6,pendente,
NC-00914,2025-05-25,São Paulo,SP,20,"2836,64",F,varejo,media,site,app_mobile,6194.17,em_analise,37.91,26,6.9,concorrente,sim,nao,nao,NA,413,8,validado,
NC-00915,2025-05-09,Uberaba,MG,27,2963.07,F,servicos,MEI,google_ads,sistema_web,4384.73,abandonada,"14,61",0,7.8,concorrente,sim,nao,sim,concorrencia,114,11,validado,
NC-00916,2025-09-10,Campinas,SP,58,3796.0,M,servicos,MEI,indicacao,sistema_web,10329.62,em_analise,4.66,23,7.2,concorrente,sim,nao,nao,,217,9,,
NC-00917,data_invalida,Campinas,SP,43,7919.43,F,industria,pequena,site,automacao_processos,9398.87,recusada,"36,22",6,8.3,demora_retorno,sim,nao,sim,,236,18,validado,
NC-00918,2025-07-24,Goiânia,GO,35,7523.75,,servicos,grande,instagram,sistema_web,10731.95,recusada,0,15,4.2,demora_retorno,sim,nao,sim,preco,123,10,pendente,
NC-00919,2025-05-11,Campinas,SP,35,10339.21,,servicos,media,indicacao,automacao_processos,9405.0,aceita,"32,63",15,7.1,,sim,sim,nao,,263,8,procesado,
NC-00920,2025-07-07,Salvador,BA,51,7321.92,Outro,educacao,grande,evento,sistema_web,14261.03,em_analise,73.32,7,7.6,nao_entendeu_proposta,sim,nao,nao,prazo,163,11,pendente,
NC-00921,2025-05-16,Goiânia,GO,28,11798.4,Outro,varejo,MEI,instagram,consultoria_digital,5852.05,recusada,8.48,22,3.7,,sim,nao,sim,,234,7,pendente,
NC-00922,2025-06-18,Campinas,SP,18,"10611,27",Outro,industria,media,site,automacao_processos,8591.55,aceita,13.24,18,"7,6",concorrente,nao,sim,nao,concorrencia,313,12,pendente,
NC-00923,2025-07-10,Uberaba,MG,29,"5564,09",M,industria,grande,instagram,automacao_processos,7826.42,abandonada,0,14,7.3,concorrente,sim,nao,sim,preco,247,11,procesado,
NC-00924,2025-07-16,Curitiba,PR,68,3567.24,Outro,servicos,pequena,site,automacao_processos,"818,98",em_analise,"18,75",15,"4,8",NA,sim,nao,nao,NA,47,0,validado,
NC-00925,2025-02-03,Salvador,BA,38,5983.14,M,servicos,pequena,instagram,automacao_processos,4641.23,em_analise,53.17,8,7.7,,sim,nao,nao,concorrencia,107,6,pendente,
NC-00926,2025-01-12,Salvador,BA,52,"4726,46",F,servicos,MEI,site,sistema_web,15829.53,aceita,"58,98",9,7.1,preco_alto,sim,sim,nao,preco,155,8,pendente,
NC-00927,2025-09-01,São Paulo,SP,62,1200,M,servicos,media,site,consultoria_digital,11363.0,recusada,52.2,22,5.7,demora_retorno,sim,nao,sim,concorrencia,165,12,procesado,
NC-00928,09/06/2025,Uberlândia,MG,68,9604.87,F,servicos,pequena,site,consultoria_digital,10064.32,em_analise,57.91,22,9.8,concorrente,sim,nao,nao,concorrencia,170,8,,
NC-00929,2025-08-11,Salvador,BA,44,5092.69,F,educacao,MEI,site,app_mobile,8630.44,abandonada,0,6,5.5,preco_alto,nao,nao,sim,preco,196,16,,
NC-00930,data_invalida,Uberlândia,MG,36,"8582,24",,saude,media,site,app_mobile,6859.21,aceita,"4,36",23,7.9,,sim,sim,nao,,284,10,,
NC-00931,2025-04-01,Uberaba,MG,46,11987.1,,varejo,media,site,app_mobile,12697.28,recusada,35.87,16,"9,3",NA,sim,nao,sim,preco,293,14,procesado,
NC-00932,2025-10-20,Goiânia,GO,62,6707.74,,saude,pequena,instagram,app_mobile,4986.58,abandonada,15.98,14,9.9,,sim,nao,sim,NA,61,14,procesado,
NC-00933,2025-02-22,Salvador,BA,36,5689.75,M,servicos,MEI,site,app_mobile,"11054,47",recusada,30.22,8,5.6,preco_alto,nao,nao,sim,preco,153,4,procesado,
NC-00934,data_invalida,São Paulo,SP,66,8139.43,Outro,industria,pequena,indicacao,app_mobile,9406.18,aceita,24.41,16,"5,7",preco_alto,nao,sim,nao,preco,145,7,validado,
NC-00935,2025-06-09,São Paulo,SP,58,9786.75,M,servicos,grande,site,sistema_web,4941.17,aceita,34.74,14,7.1,concorrente,sim,sim,nao,preco,357,12,pendente,
NC-00936,2025-01-24,Campinas,SP,50,7424.78,Outro,saude,MEI,site,sistema_web,3956.36,recusada,47.46,17,"3,5",preco_alto,sim,nao,sim,prazo,344,8,pendente,
NC-00937,data_invalida,Goiânia,GO,32,8518.08,Outro,industria,MEI,instagram,sistema_web,3752.71,abandonada,48.71,20,5.9,NA,sim,nao,sim,falta_contato,283,0,procesado,
NC-00938,10-06-2025,Salvador,BA,65,9918.64,,varejo,media,instagram,app_mobile,"13530,3",em_analise,6.89,29,8.7,demora_retorno,sim,nao,nao,prazo,227,2,,
NC-00939,2025-05-01,Goiânia,GO,32,3311.16,F,varejo,pequena,google_ads,automacao_processos,3249.04,aceita,33.92,18,5.4,,sim,sim,nao,NA,271,6,pendente,
NC-00940,2025-06-17,Curitiba,PR,70,7722.28,M,varejo,pequena,instagram,sistema_web,9184.45,recusada,61.94,18,6.9,demora_retorno,sim,nao,sim,prazo,62,6,,
NC-00941,17/04/2025,Campinas,SP,44,3909.87,F,industria,MEI,site,sistema_web,9553.96,recusada,48.72,19,4.6,concorrente,sim,nao,sim,NA,5,11,pendente,
NC-00942,11/03/2025,Uberlândia,MG,41,4343.93,M,industria,grande,site,automacao_processos,14563.94,aceita,6.1,0,7.5,concorrente,sim,sim,nao,concorrencia,63,7,,
NC-00943,2025-04-29,Uberaba,MG,43,8353.74,,varejo,pequena,instagram,sistema_web,9827.03,abandonada,38.86,15,5.9,demora_retorno,sim,nao,sim,falta_contato,253,10,procesado,
NC-00944,2025-07-30,Curitiba,pr,23,1200,M,varejo,MEI,evento,sistema_web,6527.33,em_analise,"61,26",19,10,,sim,nao,nao,falta_contato,199,8,,
NC-00945,2025-10-10,Salvador,BA,,3721.87,M,varejo,media,site,app_mobile,9409.39,abandonada,"19,62",19,6.2,preco_alto,sim,nao,sim,falta_contato,262,11,procesado,
NC-00946,06-24-2025,Curitiba,PR,24,5750.25,F,saude,MEI,site,automacao_processos,2141.94,aceita,"22,7",13,10,preco_alto,sim,sim,nao,falta_contato,228,4,validado,
NC-00947,09/10/2025,Campinas,SP,61,1200,,educacao,pequena,google_ads,sistema_web,9158.27,aceita,10.11,15,8.0,concorrente,nao,sim,nao,prazo,228,0,,
NC-00948,2025-02-13,São Paulo,SP,56,6464.7,Outro,educacao,pequena,indicacao,consultoria_digital,15030.58,aceita,2.28,18,"5,3",nao_entendeu_proposta,sim,sim,nao,falta_contato,265,19,pendente,
NC-00949,05-01-2025,Curitiba,PR,23,3472.0,Outro,educacao,MEI,site,app_mobile,"8094,62",recusada,51.9,35,10,,sim,nao,sim,concorrencia,276,12,validado,
NC-00950,2025-05-18,Curitiba,PR,31,6335.81,M,varejo,MEI,site,sistema_web,9831.51,recuzada,36.57,27,4.8,demora_retorno,sim,nao,nao,preco,177,7,,
NC-00951,2025-02-16,Uberlândia,MG,26,7197.84,M,industria,MEI,evento,consultoria_digital,"12933,91",recusada,67.47,17,"8,0",preco_alto,sim,nao,sim,NA,240,5,validado,
NC-00952,2025-05-18,Salvador,BA,26,5306.36,Outro,varejo,pequena,site,consultoria_digital,"10686,6",aceitaa,53.25,19,9.1,concorrente,sim,nao,sim,falta_contato,281,10,validado,
NC-00953,2025-08-16,Salvador,BA,65,"7631,36",F,industria,MEI,google_ads,automacao_processos,13841.44,recusada,17.39,1,5.9,NA,nao,nao,sim,NA,150,0,,
NC-00954,22/10/2025,Uberaba,MG,53,11417.91,,industria,media,site,app_mobile,13559.57,aceitaa,6.98,0,5.8,concorrente,sim,nao,sim,,214,12,pendente,
NC-00955,2025-04-05,Curitiba,PR,51,3685.89,,varejo,media,site,consultoria_digital,17369.81,em_analise,13.06,0,9.1,demora_retorno,sim,nao,nao,,341,12,,
NC-00956,2025-10-28,curitiba,PR,50,"8984,68",M,educacao,MEI,site,sistema_web,5223.61,em_analise,8.87,12,9.3,demora_retorno,sim,nao,nao,NA,139,6,procesado,
NC-00957,05/06/2025,Salvador,BA,,"2491,44",F,servicos,MEI,site,app_mobile,4205.89,recusada,37.04,11,5.3,NA,sim,nao,sim,falta_contato,56,5,,
NC-00958,2025-07-05,Campinas,sp,28,3489.49,,servicos,pequena,evento,app_mobile,9941.41,em_analise,28.57,0,4.9,,sim,nao,nao,concorrencia,5,9,,
NC-00959,2025-04-27,Curitiba,PR,42,2032.52,Outro,servicos,pequena,site,sistema_web,11339.68,em analise,12.03,2,6.8,demora_retorno,sim,nao,sim,,279,0,,
NC-00960,2025-09-29,Goiânia,GO,68,7380.64,M,educacao,MEI,indicacao,sistema_web,8361.39,recusada,13.5,9,8.4,demora_retorno,sim,nao,sim,preco,207,11,,
NC-00961,2025-06-02,campinas,SP,38,10771.41,F,varejo,MEI,indicacao,sistema_web,11812.04,aceita,0,19,3.8,demora_retorno,sim,sim,nao,,170,0,,
NC-00962,2025-03-05,Salvador,BA,33,9948.99,Outro,servicos,MEI,site,automacao_processos,7249.44,em_analise,31.81,3,7.2,preco_alto,sim,nao,nao,concorrencia,85,13,procesado,
NC-00963,2025-06-05,goiânia,GO,52,2726.75,Outro,servicos,grande,instagram,automacao_processos,"5696,69",abandonada,0.17,0,6.5,concorrente,sim,nao,sim,prazo,81,6,,
NC-00964,2025-03-30,São Paulo,sp,29,9848.92,Outro,educacao,pequena,site,automacao_processos,13828.18,em_analise,22.71,6,4.1,,sim,nao,nao,preco,121,12,procesado,
NC-00965,06-27-2025,Uberaba,MG,70,5012.46,Outro,varejo,MEI,instagram,app_mobile,"6808,29",abandonada,"33,58",12,"8,4",NA,sim,nao,sim,prazo,5,14,pendente,
NC-00966,2025-09-02,Curitiba,PR,47,3477.81,F,industria,media,site,app_mobile,981.04,em_analise,44.59,16,4.7,nao_entendeu_proposta,sim,nao,nao,prazo,307,10,procesado,
NC-00967,2025-09-03,São Paulo,SP,,9634.05,M,varejo,media,site,sistema_web,9982.98,em_analise,11.4,23,"3,3",demora_retorno,sim,nao,nao,falta_contato,372,7,validado,
NC-00968,2025-10-16,Goiânia,GO,28,5175.27,F,servicos,media,site,sistema_web,6085.69,abandonada,"19,95",13,4.3,demora_retorno,sim,nao,sim,NA,77,13,pendente,
NC-00969,07/08/2025,Goiânia,go,29,9012.44,Outro,industria,media,google_ads,sistema_web,1161.9,recusada,29.8,52,"3,4",NA,nao,nao,sim,concorrencia,144,8,pendente,
NC-00970,2025-03-24,Campinas,SP,45,5742.58,F,varejo,pequena,site,automacao_processos,8037.9,recusada,37.57,0,6.9,NA,nao,nao,sim,prazo,171,13,validado,
NC-00971,2025-04-20,Campinas,SP,33,4434.21,F,varejo,pequena,instagram,consultoria_digital,6541.03,recusada,44.27,12,"6,3",preco_alto,nao,nao,sim,,184,7,validado,
NC-00972,2025-10-12,Uberaba,MG,47,"7702,39",,varejo,MEI,indicacao,app_mobile,5960.88,em_analise,45.13,10,10,,sim,nao,nao,falta_contato,178,8,,
NC-00973,2025-03-31,Salvador,BA,38,10026.06,,servicos,media,evento,sistema_web,"5392,46",recusada,20.53,17,5.1,demora_retorno,sim,nao,sim,NA,89,5,procesado,
NC-00974,2025-06-19,Uberlândia,MG,62,12044.89,,educacao,media,google_ads,sistema_web,13813.54,recusada,21.04,9,4.3,NA,sim,nao,sim,,398,7,validado,
NC-00975,2025-07-09,Goiânia,GO,61,4211.38,,varejo,pequena,google_ads,sistema_web,6174.93,recusada,48.97,24,6.2,NA,sim,nao,sim,prazo,5,0,,
NC-00976,2025-08-27,Uberlândia,MG,60,3355.1,Outro,servicos,MEI,instagram,sistema_web,11672.78,abandonada,36.26,6,7.8,NA,sim,nao,sim,NA,111,6,validado,
NC-00977,09/08/2025,Goiânia,GO,24,8735.42,F,servicos,grande,site,automacao_processos,500,em_analise,0.31,12,9.3,demora_retorno,sim,nao,nao,NA,17,11,procesado,
NC-00978,2025-07-17,Campinas,SP,46,12061.26,Outro,varejo,MEI,site,sistema_web,8489.96,abandonada,78.12,13,4.0,nao_entendeu_proposta,sim,nao,sim,NA,98,13,pendente,
NC-00979,27/06/2025,Salvador,BA,55,4872.06,Outro,industria,grande,google_ads,consultoria_digital,15728.14,abandonada,47.05,21,8.5,NA,sim,nao,sim,concorrencia,294,13,pendente,
NC-00980,2025-07-13,Curitiba,PR,23,5258.13,,servicos,MEI,instagram,sistema_web,4522.49,recusada,27.92,12,7.2,NA,sim,nao,sim,prazo,345,8,validado,
NC-00981,2025-01-15,Goiânia,GO,57,8493.56,Outro,educacao,MEI,evento,sistema_web,8985.14,recusada,2.02,37,5.6,nao_entendeu_proposta,sim,nao,sim,falta_contato,159,0,validado,
NC-00982,2025-07-05,Uberaba,MG,,"8174,2",Outro,servicos,MEI,indicacao,consultoria_digital,12049.72,aceita,"39,98",29,8.6,preco_alto,sim,sim,nao,,312,7,procesado,
NC-00983,2025-01-29,curitiba,PR,48,"6242,22",,servicos,pequena,site,automacao_processos,4371.52,em_analise,0,5,5.1,preco_alto,sim,nao,nao,falta_contato,245,0,procesado,
NC-00984,2025-09-09,São Paulo,SP,69,1200,Outro,industria,MEI,site,app_mobile,6651.89,recusada,38.83,17,5.6,,sim,nao,sim,preco,46,2,procesado,
NC-00985,2025-06-24,Salvador,BA,25,7840.96,,varejo,MEI,google_ads,sistema_web,10636.35,recusada,69.09,15,"8,9",NA,sim,nao,sim,,44,8,validado,
NC-00986,2025-08-11,Curitiba,PR,33,2791.74,Outro,educacao,media,instagram,sistema_web,15246.35,aceita,33.19,19,5.6,demora_retorno,sim,sim,nao,concorrencia,148,12,,
NC-00987,2025-01-14,Salvador,BA,30,1200,,varejo,MEI,instagram,sistema_web,"8605,65",aceita,"75,32",22,9.4,concorrente,sim,sim,nao,preco,39,7,validado,
NC-00988,2025-03-06,Uberlândia,MG,47,"13445,19",Outro,servicos,pequena,site,sistema_web,6150.3,aceita,69.91,12,8.6,,sim,sim,nao,preco,223,1,,
NC-00989,01/03/2025,Uberaba,MG,32,10853.04,,varejo,MEI,site,automacao_processos,5136.78,aceita,39.0,7,8.4,NA,sim,sim,nao,NA,282,11,pendente,
NC-00990,2025-03-04,São Paulo,SP,37,6785.41,Outro,varejo,grande,site,sistema_web,13207.5,abandonada,"16,55",7,8.2,,sim,nao,sim,preco,158,11,validado,
NC-00991,2025-02-03,São Paulo,SP,27,10781.96,F,saude,MEI,indicacao,app_mobile,10137.79,recusada,22.86,0,5.9,preco_alto,sim,nao,sim,prazo,76,8,pendente,
NC-00992,2025-03-30,São Paulo,SP,57,10158.03,,industria,pequena,site,sistema_web,16571.78,em analise,0.68,19,"8,9",,sim,nao,sim,preco,378,2,pendente,
NC-00993,2025-08-07,Goiânia,GO,68,"8887,15",,saude,grande,instagram,automacao_processos,1321.47,abandonada,0,25,8.5,NA,sim,nao,sim,prazo,5,11,pendente,
NC-00994,2025-09-25,Uberlândia,MG,27,"11626,21",M,servicos,pequena,site,app_mobile,9601.18,recusada,21.54,10,6.4,,sim,nao,sim,NA,271,3,pendente,
NC-00995,2025-06-01,Goiânia,GO,69,10501.65,M,varejo,grande,site,sistema_web,13878.78,recusada,"14,56",0,5.8,demora_retorno,sim,nao,sim,preco,127,11,pendente,
NC-00996,09-27-2025,Goiânia,GO,32,5568.98,,servicos,media,site,consultoria_digital,11813.74,em_analise,100,5,5.4,demora_retorno,nao,nao,nao,falta_contato,23,11,pendente,
NC-00997,2025-10-13,Curitiba,PR,29,12075.6,,varejo,pequena,indicacao,sistema_web,8960.23,em_analise,39.41,19,4.4,demora_retorno,sim,nao,nao,,189,2,pendente,
NC-00998,2025-08-29,Goiânia,GO,30,"10939,11",Outro,varejo,media,site,sistema_web,15626.31,abandonada,23.43,7,7.6,concorrente,sim,nao,sim,falta_contato,295,3,pendente,
NC-00999,2025-10-22,São Paulo,SP,21,"7385,1",,industria,media,instagram,app_mobile,"3257,3",em_analise,26.69,20,8.4,NA,sim,nao,nao,concorrencia,198,15,,
NC-00000,09-02-2025,Uberlândia,MG,33,"9577,13",Outro,industria,media,site,app_mobile,8294.46,em_analise,12.74,17,9.0,nao_entendeu_proposta,sim,nao,nao,NA,258,15,validado,
NC-00001,2025-10-05,Uberaba,MG,63,10732.25,M,servicos,MEI,site,sistema_web,13955.99,em analise,57.42,23,8.4,nao_entendeu_proposta,sim,sim,nao,concorrencia,318,6,,
NC-00002,2025-10-15,Campinas,SP,47,"3127,41",,servicos,pequena,instagram,consultoria_digital,8820.77,aceita,41.41,29,"7,1",NA,nao,sim,nao,,224,11,,
NC-00003,2025-03-01,Curitiba,PR,27,4145.54,Outro,saude,MEI,instagram,automacao_processos,7503.7,aceita,"37,04",0,"8,5",,sim,sim,nao,falta_contato,299,6,procesado,
NC-00004,2025-04-15,Campinas,SP,18,5219.52,M,servicos,MEI,site,app_mobile,8977.7,em_analise,29.75,1,4.5,preco_alto,nao,nao,nao,NA,409,10,,
NC-00005,2025-09-21,Salvador,BA,59,1200,Outro,servicos,media,instagram,app_mobile,7925.72,recusada,28.22,8,6.1,NA,sim,nao,sim,falta_contato,5,0,pendente,
NC-00006,2025-05-07,Uberaba,MG,65,3961.05,Outro,varejo,MEI,google_ads,app_mobile,"12666,08",abandonada,44.66,20,6.0,NA,sim,nao,sim,concorrencia,288,11,,
NC-00007,data_invalida,Uberaba,MG,,4599.07,,saude,pequena,site,app_mobile,7058.37,aceita,19.2,8,6.4,preco_alto,nao,sim,nao,concorrencia,399,6,validado,
NC-00008,2025-07-04,Salvador,BA,26,4671.53,F,varejo,pequena,instagram,sistema_web,7449.29,aceita,61.41,14,8.5,NA,sim,sim,nao,prazo,230,9,pendente,
NC-00009,data_invalida,uberlândia,MG,37,"5089,47",F,varejo,grande,site,automacao_processos,3126.32,em_analise,58.05,15,9.1,preco_alto,sim,nao,nao,NA,250,3,pendente,
NC-00010,2025-06-22,Uberaba,mg,55,"1442,71",Outro,industria,grande,site,sistema_web,"3843,59",aceita,0,21,7.7,demora_retorno,sim,sim,nao,preco,252,5,validado,
NC-00011,2025-04-08,Curitiba,PR,34,"3900,29",,varejo,pequena,instagram,automacao_processos,12592.19,recusada,87.88,0,"7,1",nao_entendeu_proposta,sim,nao,sim,concorrencia,249,2,procesado,
NC-00012,2025-03-15,Campinas,SP,34,9793.66,,saude,media,google_ads,app_mobile,500,aceita,72.0,15,5.2,concorrente,sim,sim,nao,concorrencia,5,8,pendente,
NC-00013,2025-08-02,uberlândia,mg,54,7170.03,M,industria,pequena,instagram,sistema_web,"3714,03",em_analise,58.18,21,5.2,nao_entendeu_proposta,sim,nao,nao,falta_contato,62,14,,
NC-00014,2025-09-02,Goiânia,GO,36,9612.09,Outro,saude,pequena,google_ads,consultoria_digital,11029.88,aceita,58.11,9,4.6,concorrente,sim,sim,nao,preco,343,10,validado,
NC-00015,2025-04-15,Goiânia,GO,47,1959.27,,saude,MEI,indicacao,consultoria_digital,6842.05,recusada,6.09,12,10,demora_retorno,sim,nao,sim,NA,397,4,validado,
NC-00016,01/09/2025,Salvador,BA,44,"7566,06",M,servicos,pequena,site,app_mobile,9847.23,em_analise,38.68,13,6.2,nao_entendeu_proposta,sim,nao,nao,,240,8,validado,
NC-00017,2025-04-02,Salvador,BA,67,1200,,varejo,pequena,google_ads,automacao_processos,6549.64,em_analise,52.38,33,"5,5",concorrente,sim,nao,nao,NA,63,8,,
NC-00018,2025-07-10,Curitiba,PR,39,"6256,91",,servicos,pequena,google_ads,sistema_web,8142.84,aceita,50.72,10,"4,9",NA,sim,sim,nao,prazo,249,10,procesado,
NC-00019,2025-09-16,Uberaba,MG,28,11505.46,,industria,pequena,evento,consultoria_digital,5028.55,em_analise,"6,63",13,5.7,nao_entendeu_proposta,nao,nao,nao,falta_contato,295,9,validado,
NC-00020,2025-06-12,Uberlândia,mg,51,6069.99,,saude,MEI,site,sistema_web,2915.79,aceita,15.7,13,7.2,,nao,sim,nao,NA,164,10,procesado,
NC-00021,2025-06-21,Goiânia,GO,44,7555.47,F,educacao,MEI,google_ads,automacao_processos,4784.91,aceita,45.91,12,7.0,,sim,sim,nao,falta_contato,100,0,pendente,
