registro_id,data_ocorrencia,cidade,uf,bairro,latitude,longitude,canal_registro,tipo_ocorrencia,tempo_espera_min,tempo_preenchimento_bo_min,atendentes_disponiveis,turno,status_inquerito,tempo_resolucao_dias,bo_online_iniciado,bo_online_concluido,abandono_formulario,avaliacao_atendimento,chamados_190,bo_registrados,prioridade_triagem,status_registro,observacao
DD-00933,2025-10-20,Goiânia,GO,Morumbi,-16.746998,"-49,331807",presencial,outros,33,43,6,tarde,aberto,40,nao,nao,nao,4.7,8,4,baixa,procesado,
DD-00934,2025-03-05,Campinas,SP,Universitario,-22.933193,-47.111434,site,furto,3,14,5,madrugada,,73,nao,nao,nao,5,17,14,urgente,,
DD-00935,2025-06-05,Campinas,SP,Morumbi,-22.917571,-47.003393,site,roubo_celular,7,10,4,noite,arquivado,52,sim,sim,nao,2.46,23,10,baixa,cancelado,
DD-00936,2025-02-19,Belo Horizonte,MG,Centro,-19.965145,-43.917049,totem,ameaca,28,16,4,tarde,procesado,5,nao,nao,nao,2.62,12,10,baixa,pendente,
DD-00937,26/09/2025,Salvador,BA,Boa Vista,-12.929842,-38.426539,presencial,ameaca,49,17,4,manha,concluido,53,nao,nao,nao,"4,47",44,29,media,cancelado,
DD-00938,05/03/2025,Salvador,BA,Centro,-13.008209,-38.536626,presencial,ameaca,71,16,5,madrugada,concluido,70,sim,sim,nao,"3,71",5,2,alta,pendente,
DD-00939,04-11-2025,Campinas,SP,Santa Maria,-22.829065,-47.032839,presencial,furto,,6,6,manha,procesado,25,sim,sim,nao,4.13,4,1,baixa,,
DD-00940,2025-09-01,Uberaba,MG,Santa Maria,"-19,678408",-47.990385,presencial,fraude on-line,75,23,8,tarde,procesado,37,nao,nao,nao,1.51,53,23,baixa,procesado,
DD-00941,2025-08-06,Curitiba,PR,Universitario,-25.357593,-49.257557,presencial,furto,54,8,1,manha,em_andamento,68,nao,nao,nao,3.21,46,19,baixa,,
DD-00942,2025-10-24,curitiba,PR,Planalto,-25.447317,-49.271312,presencial,ameaca,48,32,3,manha,procesado,24,sim,sim,nao,3.76,25,12,media,cancelado,
DD-00943,2025-08-25,São Paulo,SP,Industrial,-23.493122,-46.682348,site,furto,3,33,5,noite,,38,sim,sim,nao,2.98,41,28,baixa,validado,
DD-00944,06-29-2025,Salvador,BA,Centro,-12.983315,-38.425646,presencial,fraude_online,30,13,4,noite,aberto,73,sim,sim,nao,4.13,28,23,baixa,,
DD-00945,26/07/2025,Curitiba,PR,Morumbi,-25.362823,-49.35194,totem,ameaca,0,21,5,tarde,aberto,133,sim,nao,sim,1.19,15,12,urgente,pendente,
DD-00946,2025-06-06,curitiba,PR,Morumbi,"-25,458367",-49.350818,presencial,outros,3,31,1,manha,procesado,77,sim,sim,nao,2.46,20,9,media,pendente,
DD-00947,2025-08-20,Salvador,BA,Morumbi,-13.014771,"-38,434462",presencial,ameaca,136,13,2,noite,em_andamento,65,sim,sim,nao,3.64,19,15,media,validado,
DD-00948,2025-09-06,Salvador,BA,Santa Maria,-13.055421,-38.436645,site,furto,23,14,3,noite,concluido,41,sim,sim,nao,"3,49",31,25,baixa,validado,
DD-00949,06-20-2025,Uberlândia,MG,Jardim America,-18.89802,-48.350772,site,furto,21,9,2,noite,em_andamento,37,sim,nao,sim,3.06,37,26,baixa,cancelado,
DD-00950,2025-04-01,Curitiba,PR,Planalto,-25.39535,-49.311952,totem,furto,56,22,2,tarde,procesado,30,nao,nao,nao,4.8,14,9,alta,,
DD-00951,2025-01-11,Uberlândia,MG,Universitario,-18.841303,-48.316799,presencial,outros,94,29,4,manha,aberto,10,sim,sim,nao,4.01,10,5,alta,cancelado,
DD-00952,02/02/2025,Uberlândia,MG,Boa Vista,-18.886569,-48.223706,site,perda_documento,11,23,3,tarde,concluido,55,sim,nao,sim,3.3,54,43,baixa,cancelado,
DD-00953,2025-05-24,Goiânia,GO,Industrial,"-16,674889","-49,224364",app,fraude_online,19,25,3,manha,em_andamento,105,sim,sim,nao,3.03,5,4,media,pendente,
DD-00954,2025-10-09,São Paulo,SP,Universitario,-23.504164,-46.56464,presencial,ameaca,50,24,3,noite,concluido,0,sim,sim,nao,4.41,24,15,baixa,procesado,
DD-00955,2025-08-03,Goiânia,GO,Boa Vista,-16.650396,-49.207797,presencial,outros,13,27,1,tarde,aberto,17,sim,sim,nao,1.1,18,11,urgente,cancelado,
DD-00956,2025-05-12,Curitiba,PR,Santa Maria,-25.441249,-49.34135,presencial,furto,0,16,1,manha,em_andamento,27,sim,sim,nao,3.82,12,9,baixa,,
DD-00957,2025-09-09,Uberaba,MG,Morumbi,"-19,821967",-47.995681,site,perda_documento,5,13,3,tarde,aberto,44,sim,sim,nao,5,30,20,urgente,validado,
DD-00958,2025-04-24,São Paulo,SP,Universitario,-23.589326,-46.615562,app,furto,1,21,1,noite,aberto,0,sim,sim,nao,2.88,30,17,baixa,cancelado,
DD-00959,10-28-2025,Belo Horizonte,MG,Jardim America,-19.972287,-44.002639,presencial,furto,47,18,1,manha,em_andamento,113,sim,sim,nao,3.58,20,14,baixa,,
DD-00960,2025-06-18,Uberlândia,MG,Planalto,"-18,926238",-48.219656,site,fraude_online,3,17,4,manha,em_andamento,12,sim,nao,sim,2.42,15,11,baixa,validado,
DD-00961,2025-01-03,Campinas,SP,Planalto,-22.983292,-47.042124,site,furto,14,23,5,madrugada,procesado,97,sim,nao,sim,2.59,34,27,baixa,pendente,
DD-00962,2025-06-17,São Paulo,SP,Jardim America,-23.529124,"-46,654381",presencial,fraude_online,107,21,4,madrugada,aberto,34,sim,sim,nao,2.75,9,6,baixa,,
DD-00963,2025-03-29,campinas,SP,Centro,-22.898095,-47.02016,presencial,furto,58,32,2,manha,,39,nao,nao,nao,3.53,45,33,media,validado,
DD-00964,data_invalida,São Paulo,SP,Industrial,-23.53631,-46.674462,presencial,roubo_celular,12,30,2,noite,arquivado,85,sim,nao,sim,4.58,36,15,baixa,,
DD-00965,2025-05-02,Uberlândia,MG,Planalto,-18.938763,"-48,340711",site,ameaca,2,27,4,madrugada,aberto,4,sim,sim,nao,3.2,51,34,baixa,cancelado,
DD-00966,2025-02-19,Belo Horizonte,MG,Santa Maria,"-19,847773",-43.967314,presencial,furto,25,23,9,tarde,aberto,85,sim,nao,sim,5,42,15,baixa,procesado,
DD-00967,2025-05-04,uberaba,MG,Jardim America,-19.823703,-47.946242,presencial,fraude_online,38,30,3,tarde,concluido,24,sim,sim,nao,4.68,66,57,urgente,validado,
DD-00968,2025-06-04,Salvador,BA,Industrial,-12.960757,-38.552408,presencial,furto,0,12,3,tarde,,59,sim,sim,nao,3.26,37,31,media,pendente,
DD-00969,30/09/2025,Curitiba,PR,Universitario,-25.420492,"-49,221747",presencial,perda_documento,46,26,2,manha,em_andamento,55,sim,sim,nao,2.64,36,21,baixa,validado,
DD-00970,2025-08-13,Salvador,BA,Industrial,-13.046385,-38.560467,app,furto,4,21,1,noite,concluido,89,nao,nao,nao,0.98,0,0,urgente,pendente,
DD-00971,10/08/2025,Uberaba,MG,Boa Vista,-19.700028,-47.889307,site,furto,11,19,3,manha,concluido,48,sim,sim,nao,4.31,41,32,baixa,,
DD-00972,2025-05-12,São Paulo,SP,Planalto,"-23,623461",-46.646897,presencial,fraude_online,0,28,4,noite,,52,sim,nao,sim,"2,23",54,24,urgente,validado,
DD-00973,2025-07-14,Curitiba,PR,Santa Maria,-25.416225,-49.308669,presencial,outros,43,28,5,noite,aberto,14,sim,sim,nao,3.06,60,30,baixa,procesado,
DD-00974,2025-09-22,Salvador,BA,Jardim America,-12.984423,"-38,455596",app,perda_documento,7,13,5,tarde,,47,sim,sim,nao,5,50,35,baixa,,
DD-00975,2025-04-19,Salvador,BA,Jardim America,"-12,965246",-38.554354,presencial,roubo_celular,45,15,4,noite,procesado,0,nao,nao,nao,"3,16",10,7,baixa,cancelado,
DD-00976,2025-01-15,Goiânia,GO,Jardim America,"-16,622317",-49.291057,totem,perda_documento,0,2,3,noite,procesado,0,sim,sim,nao,3.77,5,2,baixa,,
DD-00977,2025-09-20,Campinas,SP,Centro,"-22,926633",-47.076254,presencial,perda_documento,37,27,6,tarde,em_andamento,0,sim,nao,sim,2.87,19,10,media,cancelado,
DD-00978,2025-10-11,Curitiba,PR,Universitario,"-25,436965","-49,304491",presencial,roubo_celular,62,19,7,manha,,49,sim,sim,nao,3.58,11,7,media,,
DD-00979,2025-05-24,Uberaba,MG,Industrial,-19.766836,-47.984697,presencial,roubo_celular,0,18,4,manha,,61,sim,sim,nao,1.2,55,28,media,cancelado,
DD-00980,06/08/2025,Curitiba,PR,Jardim America,-25.442042,-49.23739,app,roubo_celular,7,26,1,manha,concluido,54,sim,nao,sim,3.76,25,20,baixa,cancelado,
DD-00981,02-03-2025,Curitiba,pr,Santa Maria,-25.388746,-49.25308,site,furto,1,26,6,manha,concluido,21,sim,sim,nao,3.81,0,0,media,cancelado,
DD-00982,2025-10-12,uberaba,MG,Industrial,-19.713011,-47.916555,site,furto,3,16,1,tarde,,66,nao,nao,nao,"2,4",27,11,baixa,cancelado,
DD-00983,2025-09-18,Uberlândia,MG,Planalto,-18.991884,-48.206368,site,perda_documento,14,48,1,tarde,arquivado,70,sim,sim,nao,"0,54",24,9,media,procesado,
DD-00984,10/04/2025,Uberaba,MG,Jardim America,"-19,756023",-47.90034,site,perda_documento,15,36,2,tarde,,77,sim,nao,sim,5.0,22,17,baixa,validado,
DD-00985,2025-09-17,Campinas,SP,Planalto,-22.953179,-47.132032,site,furto,6,21,9,noite,concluido,50,sim,sim,nao,3.63,12,9,baixa,validado,
DD-00986,2025-04-04,Belo Horizonte,MG,Centro,-19.9748,-43.882924,presencial,ameaca,41,24,2,tarde,,49,nao,nao,nao,4.62,28,22,baixa,pendente,
DD-00987,2025-08-17,São Paulo,SP,Universitario,-23.474754,-46.634659,presencial,outros,75,20,2,madrugada,procesado,101,nao,nao,nao,2.7,3,2,baixa,procesado,
DD-00988,2025-05-02,belo horizonte,MG,Centro,-19.972809,-43.896153,site,perda_documento,,11,3,tarde,procesado,38,sim,nao,sim,3.17,0,0,baixa,procesado,
DD-00989,2025-05-21,Goiânia,GO,Jardim America,"-16,652071","-49,3233",site,fraude_online,15,24,3,tarde,concluido,33,sim,nao,sim,2.8,52,36,media,procesado,
DD-00990,2025-04-19,Curitiba,PR,Santa Maria,-25.369493,"-49,350123",presencial,fraude_online,52,22,4,tarde,,16,sim,nao,sim,"4,41",15,7,baixa,,
DD-00991,2025-03-03,São Paulo,SP,Santa Maria,-23.490244,-46.702162,site,fraude_online,17,26,3,noite,,73,sim,sim,nao,2.63,22,8,media,pendente,
DD-00992,2025-06-14,Salvador,BA,Jardim America,-13.003072,-38.510129,site,furto,5,25,2,noite,arquivado,69,sim,sim,nao,5,1,0,baixa,procesado,
DD-00993,2025-03-31,Goiânia,GO,Boa Vista,-16.745207,-49.343271,site,fraude_online,13,29,2,noite,arquivado,1,sim,nao,sim,5,22,19,urgente,pendente,
DD-00994,2025-04-26,Goiânia,GO,Centro,-16.726336,-49.268948,site,furto,0,31,4,noite,procesado,63,nao,nao,nao,3.9,38,33,baixa,,
DD-00995,2025-08-20,Campinas,SP,Santa Maria,-22.967216,-47.069707,site,furto,9,16,2,noite,arquivado,31,sim,sim,nao,5,58,39,media,pendente,
DD-00996,data_invalida,São Paulo,sp,Planalto,-23.481601,-46.591842,presencial,roubo_celular,15,2,2,noite,,102,sim,sim,nao,2.57,31,17,baixa,cancelado,
DD-00997,05-02-2025,salvador,ba,Industrial,"-12,984246",-38.556697,presencial,fraude_online,28,14,3,madrugada,arquivado,111,sim,nao,sim,2.05,24,21,baixa,cancelado,
DD-00998,2025-01-23,Uberlândia,MG,Industrial,-18.888417,-48.240589,site,furto,8,13,4,madrugada,,57,nao,nao,nao,2.49,38,21,baixa,pendente,
DD-00999,2025-02-24,Curitiba,PR,Jardim America,-25.406412,-49.308343,presencial,furto,28,13,4,tarde,arquivado,101,sim,nao,sim,"3,94",12,7,alta,cancelado,
DD-00000,2025-06-12,Uberaba,MG,Santa Maria,-19.756224,"-47,934552",presencial,fraude_online,48,26,3,tarde,aberto,61,sim,sim,nao,4.94,49,25,media,procesado,
DD-00001,2025-09-29,Salvador,BA,Planalto,-12.929145,"-38,554132",site,furto,0,4,3,manha,concluido,39,sim,sim,nao,"3,97",2,1,baixa,procesado,
DD-00002,2025-09-28,Campinas,sp,Universitario,-22.967336,-47.029487,app,fraude_online,0,13,4,manha,procesado,2,nao,nao,nao,"4,3",4,3,urgente,cancelado,
DD-00003,2025-09-23,Belo Horizonte,MG,Industrial,-19.889413,"-43,944072",presencial,outros,38,28,2,noite,procesado,0,sim,nao,sim,3.19,42,30,media,procesado,
DD-00004,data_invalida,Uberlândia,mg,Morumbi,-18.902376,"-48,287544",presencial,furto,1,9,4,tarde,,71,nao,nao,nao,2.44,21,12,media,validado,
DD-00005,2025-06-12,Uberlândia,MG,Santa Maria,-18.965905,-48.261261,site,perda_doc,2,2,1,manha,arquivado,38,nao,nao,nao,3.73,44,22,baixa,,
DD-00006,2025-05-27,São Paulo,SP,Jardim America,-23.488292,"-46,59248",site,fraude_online,13,15,5,tarde,,7,sim,sim,nao,1.84,0,0,media,cancelado,
DD-00007,2025-02-10,Curitiba,PR,Centro,-25.380769,-49.225512,presencial,fraude_online,48,28,3,tarde,procesado,103,sim,nao,sim,"3,6",38,15,media,,
DD-00008,24/09/2025,Campinas,SP,Industrial,-22.960127,-47.088568,site,outros,0,29,4,manha,procesado,17,nao,nao,nao,"3,09",32,26,baixa,,
DD-00009,2025-10-06,Uberlândia,MG,Morumbi,-18.978217,-48.255782,site,ameaca,0,15,4,manha,aberto,52,sim,sim,nao,5,34,17,baixa,validado,
DD-00010,05/08/2025,Goiânia,GO,Santa Maria,"-16,755725",-49.309578,site,furto,11,6,2,tarde,concluido,24,sim,sim,nao,3.1,36,17,baixa,validado,
DD-00011,2025-09-11,Curitiba,PR,Boa Vista,-25.390231,-49.311711,presencial,fraude_online,52,2,5,manha,concluido,29,sim,nao,sim,2.95,79,38,baixa,procesado,
DD-00012,2025-08-02,Campinas,SP,Santa Maria,-22.917825,-47.097394,site,outros,12,15,5,manha,,69,sim,nao,sim,2.94,21,13,baixa,pendente,
DD-00013,2025-05-14,Curitiba,PR,Jardim America,-25.353749,-49.206148,presencial,perda_documento,27,22,1,manha,concluido,0,nao,nao,nao,3.34,18,12,media,validado,
DD-00014,2025-05-09,uberlândia,MG,Jardim America,"-18,863915","-48,300809",presencial,perda_documento,33,14,5,tarde,aberto,62,sim,sim,nao,4.39,50,36,baixa,procesado,
DD-00015,2025-02-28,Goiânia,GO,Planalto,-16.751607,"-49,272389",presencial,roubo celular,10,24,2,tarde,aberto,46,sim,sim,nao,2.8,31,21,baixa,cancelado,
DD-00016,2025-01-27,Goiânia,GO,Jardim America,-16.648287,-49.240282,presencial,roubo_celular,30,10,1,manha,em_andamento,58,nao,nao,nao,1.51,64,53,baixa,pendente,
DD-00017,2025-01-17,salvador,BA,Planalto,"-12,915492",-38.487755,presencial,perda_documento,15,20,3,noite,arquivado,36,sim,sim,nao,2.31,0,0,urgente,pendente,
DD-00018,15/10/2025,Curitiba,PR,Santa Maria,-25.469294,"-49,231821",site,ameaca,0,32,5,noite,aberto,0,nao,nao,nao,5,35,25,media,validado,
DD-00019,2025-08-03,Curitiba,PR,Industrial,-25.361912,-49.345009,presencial,fraude_online,55,26,3,manha,,117,sim,sim,nao,3.2,42,34,baixa,,
DD-00020,04-23-2025,curitiba,PR,Centro,-25.428519,-49.28467,app,furto,11,29,6,noite,em_andamento,50,nao,nao,nao,3.58,35,24,alta,,
DD-00021,09-01-2025,São Paulo,SP,Morumbi,-23.526073,-46.657956,app,fraude_online,17,18,1,tarde,concluido,21,sim,sim,nao,3.74,37,20,media,procesado,
DD-00022,2025-04-22,Salvador,BA,Centro,-12.944865,-38.468556,app,furto,7,23,3,tarde,concluido,0,sim,sim,nao,"3,39",29,23,media,procesado,
DD-00023,03-07-2025,curitiba,PR,Jardim America,-25.477393,-49.20993,presencial,furto,67,26,5,noite,concluido,44,sim,sim,nao,2.51,33,18,media,validado,
DD-00024,2025-04-29,São Paulo,sp,Santa Maria,-23.520561,-46.603326,presencial,furto,55,24,1,tarde,concluido,60,sim,sim,nao,3.1,42,20,baixa,cancelado,
