registro_id,data_pedido,cidade,uf,cliente_id,loja_id,canal,categoria_principal,quantidade_itens,produtos_indisponiveis,funcionarios_disponiveis,volume_pedidos_simultaneos,horario_pedido,periodo_pico,tipo_produto,tempo_separacao_min,tempo_entrega_estimado_min,tempo_entrega_real_min,valor_pedido,cupom_utilizado,avaliacao_cliente,cancelado,motivo_cancelamento,frequencia_compra_mes,dias_desde_ultima_compra,status_pedido,observacao
FM-00965,data_invalida,Goiânia,GO,C434,L58,app,mercearia,6,2,4,17,20,sim,nao_perecivel,21,45,46,"225,39",nao,3.9,nao,,8,38,em_rota,
FM-00966,2025-03-03,Uberaba,MG,C385,L50,app,mercearia,9,2,4,37,11,sim,nao_perecivel,31,50,73,180.28,nao,4.1,nao,,9,9,procesado,
FM-00967,2025-07-05,Goiânia,go,C217,L45,app,mercearia,2,0,3,19,19,sim,nao_perecivel,13,40,50,"55,16",,2.5,sim,valor_frete,4,49,cancelado,
FM-00968,2025-06-22,salvador,BA,C26,L8,web,bebidas,8,0,5,31,15,nao,perecivel,23,45,44,203.84,,5,nao,,11,23,procesado,
FM-00969,2025-10-10,São Paulo,SP,C189,L42,app,bebidas,11,1,5,33,11,sim,nao_perecivel,34,45,77,94.01,,2.8,sim,valor_frete,8,32,cancelado,
FM-00970,2025-05-04,Curitiba,PR,C317,L26,web,hortifruti,4,0,2,24,21,nao,nao_perecivel,16,50,70,86.14,nao,"4,7",sim,produto_indisponivel,5,42,entregue,
FM-00971,2025-04-26,Goiânia,GO,C75,L44,web,conveniencia,15,1,5,28,18,sim,perecivel,37,40,70,"150,5",sim,3.7,nao,,12,87,entregue,
FM-00972,28/06/2025,Campinas,SP,C31,L49,app,conveniencia,13,3,4,14,21,nao,perecivel,,35,17,64.48,sim,"3,6",nao,,1,77,cancelado,
FM-00973,2025-09-27,curitiba,PR,C407,L22,app,bebidas,16,1,5,19,18,sim,perecivel,35,30,78,108.85,sim,3.7,nao,,12,26,em_rota,
FM-00974,2025-03-03,Campinas,SP,C164,L37,app,mercearia,10,2,3,17,21,nao,perecivel,28,40,32,38.4,,3.4,nao,,7,34,procesado,
FM-00975,06-07-2025,Uberaba,MG,C193,L5,app,hortifruti,14,0,2,5,21,nao,nao_perecivel,30,50,55,167.39,sim,3.9,nao,,8,48,em_rota,
FM-00976,2025-04-07,Salvador,ba,C242,L46,web,bebidas,20,1,3,8,17,nao,perecivel,28,30,22,89.27,sim,"2,9",nao,,0,81,entregue,
FM-00977,2025-02-18,Curitiba,PR,C273,L3,app,limpeza,1,5,7,20,20,sim,nao_perecivel,5,45,58,145.92,sim,2.2,nao,,2,37,cancelado,
FM-00978,2025-04-12,Goiânia,GO,C204,L28,app,mercearia,1,0,6,25,7,nao,perecivel,10,30,15,267.29,nao,3.7,nao,,4,3,cancelado,
FM-00979,03-01-2025,Curitiba,PR,C180,L41,app,hortifruti,23,0,6,1,10,nao,perecivel,35,45,29,129.5,sim,2.4,nao,,0,75,procesado,
FM-00980,2025-04-18,Goiânia,GO,C395,L58,app,bebidas,15,1,5,17,10,nao,nao_perecivel,46,50,78,117.94,sim,2.3,nao,,13,50,procesado,
FM-00981,04-26-2025,salvador,BA,C384,L14,app,limpeza,26,0,5,27,13,nao,nao_perecivel,52,50,51,45.69,sim,4.3,nao,,5,7,cancelado,
FM-00982,2025-06-15,São Paulo,sp,C101,L22,web,mercearia,20,0,1,19,14,nao,nao_perecivel,62,30,62,115.65,,1.5,nao,,3,52,,
FM-00983,2025-09-29,Curitiba,PR,C469,L40,app,hortifruti,13,2,2,7,10,nao,nao_perecivel,24,40,23,73.05,sim,"2,8",nao,,8,12,procesado,
FM-00984,2025-10-08,Goiânia,GO,C459,L26,app,bebidas,11,2,3,12,12,sim,perecivel,20,40,65,79.03,nao,3.4,nao,,2,81,cancelado,
FM-00985,2025-07-06,Campinas,SP,C179,L8,app,bebidas,9,0,8,33,23,nao,perecivel,,45,46,65.91,sim,"2,8",nao,,4,66,procesado,
FM-00986,2025-02-16,Uberaba,MG,C441,L57,app,mercearia,9,1,3,46,15,nao,perecivel,41,50,44,82.82,,"4,0",nao,,2,39,,
FM-00987,2025-08-26,Uberlândia,MG,C287,L42,web,limpeza,10,2,3,42,9,nao,perecivel,31,50,27,193.47,,"3,9",nao,,5,25,cancelado,
FM-00988,2025-07-15,Uberaba,MG,C261,L52,app,hortifruti,15,2,1,14,13,nao,nao_perecivel,38,40,48,216.11,sim,4.8,nao,,6,59,entregue,
FM-00989,2025-05-04,Curitiba,pr,C92,L43,app,mercearia,5,0,5,11,11,sim,perecivel,11,35,29,120.85,nao,4.4,nao,,1,38,entregue,
FM-00990,2025-04-12,São Paulo,SP,C67,L49,app,bebidas,5,5,2,0,23,nao,perecivel,4,40,39,127.76,sim,3.8,sim,cliente_desistiu,9,32,,
FM-00991,data_invalida,Curitiba,PR,C253,L32,app,mercearia,8,0,6,21,14,nao,nao_perecivel,19,30,19,81.57,nao,3.2,nao,,3,1,procesado,
FM-00992,14/03/2025,Curitiba,PR,C122,L48,app,mercearia,10,0,3,27,10,nao,nao_perecivel,33,30,35,64.02,sim,3.2,nao,,7,41,cancelado,
FM-00993,2025-07-16,Campinas,SP,C85,L43,web,hortifruti,3,2,3,28,10,nao,perecivel,17,50,46,65.34,sim,3.8,nao,,0,28,entregue,
FM-00994,2025-03-07,Salvador,BA,C177,L11,app,horti fruti,17,0,5,24,20,sim,nao_perecivel,32,50,64,153.83,,"3,4",nao,,1,62,procesado,
FM-00995,2025-08-02,Campinas,SP,C233,L2,app,conveniencia,4,0,6,11,21,nao,nao_perecivel,5,40,47,97.14,sim,3.2,nao,,5,47,entregue,
FM-00996,2025-02-13,Campinas,SP,C367,L55,app,limpeza,9,5,5,13,23,nao,nao perecivel,15,30,10,"177,15",sim,4.2,nao,,2,87,entregue,
FM-00997,2025-06-08,Uberlândia,MG,C232,L33,web,bebidas,17,2,4,11,22,nao,perecivel,45,45,37,"101,62",,2.6,nao,,1,83,em_rota,
FM-00998,2025-09-15,Goiânia,GO,C315,L37,app,mercearia,8,2,5,18,17,nao,perecivel,19,50,75,15,sim,2.5,nao,,0,16,em_rota,
FM-00999,05-11-2025,Salvador,BA,C279,L51,app,hortifruti,5,2,6,35,11,sim,nao_perecivel,23,35,31,"92,27",sim,3.5,nao,,7,18,procesado,
FM-00000,2025-05-08,Uberaba,MG,C121,L49,app,limpeza,5,0,3,9,10,nao,perecivel,6,35,58,"127,81",nao,"2,8",sim,cliente_desistiu,4,56,em_rota,
FM-00001,2025-01-10,salvador,BA,C44,L19,app,limpeza,7,0,4,16,20,sim,nao_perecivel,9,50,63,"110,19",,2.9,sim,valor_frete,3,89,cancelado,
FM-00002,2025-04-06,Uberlândia,MG,C436,L10,app,conveniencia,1,2,4,15,15,nao,nao_perecivel,7,50,42,"39,88",,"3,4",nao,,4,67,,
FM-00003,2025-01-27,salvador,BA,C222,L37,app,limpeza,15,0,5,19,13,nao,nao_perecivel,22,45,32,"106,13",,4.4,sim,atraso,6,4,em_rota,
FM-00004,01-14-2025,uberaba,MG,C121,L42,app,hortifruti,23,0,4,28,21,nao,perecivel,66,50,47,131.64,nao,3.6,nao,,4,90,em_rota,
FM-00005,2025-04-14,Salvador,BA,C166,L21,app,bebidas,12,0,6,37,14,nao,perecivel,36,50,108,194.4,sim,1.7,nao,,11,76,em_rota,
FM-00006,2025-03-07,Goiânia,GO,C396,L6,web,conveniencia,16,3,2,39,7,nao,nao_perecivel,50,40,26,15,nao,4.3,nao,,2,39,,
FM-00007,2025-08-26,Uberlândia,MG,C419,L54,web,hortifruti,10,0,5,17,11,sim,nao_perecivel,,30,36,43.39,nao,"1,4",nao,,3,58,em_rota,
FM-00008,2025-08-05,Salvador,BA,C354,L44,app,bebidas,10,1,1,7,23,nao,nao_perecivel,15,40,10,114.24,nao,2.7,nao,,0,44,procesado,
FM-00009,24/06/2025,São Paulo,SP,C222,L30,app,bebidas,12,0,3,19,22,nao,nao perecivel,32,50,49,173.95,,3.4,nao,,9,90,em_rota,
FM-00010,2025-03-23,Uberaba,mg,C459,L47,web,mercearia,9,2,5,50,22,nao,perecivel,37,50,64,94.84,,1.4,sim,erro_pagamento,5,11,,
FM-00011,2025-05-04,Uberaba,MG,C159,L30,app,conveniencia,5,1,3,44,22,nao,perecivel,33,30,33,62.67,sim,2.2,nao,,0,90,,
FM-00012,2025-06-04,São Paulo,SP,C291,L56,web,hortifruti,11,0,5,29,19,sim,nao_perecivel,40,45,57,92.9,,4.7,sim,atraso,9,55,cancelado,
FM-00013,2025-03-07,Curitiba,pr,C198,L51,app,limpeza,10,0,3,8,23,nao,perecivel,17,30,58,118.16,sim,3.0,nao,,0,19,procesado,
FM-00014,2025-09-02,Campinas,SP,C177,L44,web,limpeza,22,1,7,19,18,sim,nao_perecivel,61,45,54,172.74,,"2,3",nao,,0,88,entregue,
FM-00015,data_invalida,São Paulo,SP,C75,L29,web,mercearia,4,0,6,21,23,nao,perecivel,10,45,80,"148,49",,3.0,sim,erro_pagamento,6,69,entregue,
FM-00016,2025-10-14,Goiânia,GO,C511,L28,app,bebidas,17,2,3,8,16,nao,perecivel,37,30,53,184.15,,3.2,nao,,7,28,em_rota,
FM-00017,2025-09-14,Goiânia,GO,C392,L60,app,hortifruti,20,0,3,35,18,sim,nao perecivel,57,40,32,"106,22",sim,5,nao,,3,9,entregue,
FM-00018,19/09/2025,uberlândia,MG,C436,L54,app,conveniencia,19,3,2,21,16,nao,perecivel,41,45,45,140.83,nao,2.8,nao,,3,71,entregue,
FM-00019,2025-02-12,Goiânia,GO,C393,L9,app,mercearia,16,0,7,16,22,nao,perecivel,22,30,36,95.13,,1.9,nao,,0,11,entregue,
FM-00020,2025-04-16,São Paulo,SP,C453,L8,app,conveniencia,1,1,4,22,13,nao,nao_perecivel,12,35,10,123.34,sim,3.9,nao,,3,47,cancelado,
FM-00021,07-04-2025,Salvador,BA,C307,L41,app,horti fruti,11,1,2,14,18,sim,perecivel,27,30,29,"64,23",,5,nao,,3,43,,
FM-00022,2025-08-21,Uberaba,MG,C267,L15,app,mercearia,11,2,3,20,21,nao,nao_perecivel,32,45,58,76.6,,2.9,nao,,5,88,procesado,
FM-00023,2025-01-06,são paulo,SP,C341,L43,app,bebidas,5,2,6,27,8,nao,nao_perecivel,10,30,28,218.77,sim,3.8,nao,,3,65,,
FM-00024,2025-06-26,Uberlândia,MG,C487,L24,app,hortifruti,20,2,2,32,23,nao,perecivel,51,50,60,59.1,nao,"3,4",nao,,10,42,cancelado,
